"License Number","License Type","Name of Program","AddressLine1","AddressLine2","AddressLine3","City","State","Zip","County","Phone","License Status","License Holder","Capacity","Type Of License","Restrictions","Services","Licensing Authority","Initial Effective Date","Current Effective Date","Expiration Date","License Holder Lives Onsite","EmailAddress",
"2001923","Child Care Center","HAP Montessori","240 Plato Blvd E","","","Saint Paul","MN","55107     ","Ramsey","(651) 495-9160","Pending Reopening as of 06/26/2026","Hmong American Partnership","59 ","Ages Served: Preschool;School Age","None","Services: Day Program, School-age Child Care Program","Minnesota Department of Human Services","01/05/2026","01/05/2026","12/31/2026","   ","",
"800973","Child Care Center","Happy Days Learning Center","760 E Miners Dr","","","Ely","MN","55731     ","St. Louis","(218) 504-9112","Active","Happy Days Learning Center, Inc.","46 ","Ages Served: Infants Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","12/12/1969","01/01/2026","12/31/2026","   ","",
"2001737","Child Care Center","Happy Hearts Child Center LLC","2701 Bloomington Ave","","","Minneapolis","MN","55407     ","Hennepin","(612) 245-2033","Active","Happy hearts child center L. L. C.","40 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","09/09/2025","01/01/2026","12/31/2026","   ","",
"2002228","Child Care Center","Happy Hearts Kids Center","2940 Chicago Ave","","","Minneapolis","MN","55407     ","Hennepin","(612) 452-6873","Active","Happy Hearts Kids Center L.L.C.","76 ","Ages Served: Infants Toddlers Preschool School-Age","Per Fire Marshal no more than 10 children in the Infant classroom.","Services: Day Program, School-age Child Care Program","Minnesota Department of Human Services","08/21/2026","08/21/2026","12/31/2026","   ","",
"800976","Child Care Center","Happy Time Day Care Center","203 N 25th Ave W","","","Duluth","MN","55806     ","St. Louis","(218) 722-0927","Active","Happy Time Day Care Center","85 ","Ages Served: Infants Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","04/03/1970","01/01/2026","12/31/2026","   ","",
"1055399","Child Care Center","Harbon Montessori Schools Inc","6180 Highway 65 NE","","","Fridley","MN","55432     ","Anoka","(651) 631-1918","Active","Harbon Montessori Schools, Inc.","34 ","Ages Served: Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","01/25/2010","01/01/2026","12/31/2026","   ","",
"1081001","Child Care Center","Harmony Kids Learning Center","720 Main Ave N","","","Harmony","MN","55939-8839","Fillmore","(507) 886-4552","Active","Harmony Kids Learning Center LLC","99 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","06/06/2016","01/01/2026","12/31/2026","   ","",
"1073644","Child Care Center","Hartley Nature Preschool","3001 Woodland Ave","","","Duluth","MN","55803-1980","St. Louis","(218) 724-6735","Active","Hartley Nature Center Corporation","48 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/02/2014","01/01/2026","12/31/2026","   ","",
"1036649","Child Care Center","Harvest Preschool","219 4th St N","","","Sauk Rapids","MN","56379-1634","Benton","(320) 529-8838","Active","Harvest Preschool, Inc.","30 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/12/2005","01/01/2026","12/31/2026","   ","",
"1053682","Child Care Center","Hastings Child Development Center","210 17th St W","","","Hastings","MN","55033-3009","Dakota","(651) 438-9119","Active","Hastings Child Development Center LLC","239","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","03/02/2009","01/01/2026","12/31/2026","   ","",
"801001","Child Care Center","Head Start Family Development Center","9574 Foley Blvd NW","","","Minneapolis","MN","55433-5537","Anoka","(763) 783-4300","Active","Anoka County Community Action Program, Inc.","320","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","11/19/1989","01/01/2026","12/31/2026","   ","",
"1119536","Child Care Center","Headstart Preschool LLC dba The Office","910 14th Ave NE # 100","","","Minneapolis","MN","55413-1511","Hennepin","(763) 432-3847","Pending Reopening as of 02/10/2026","Headstart Preschool LLC","13 ","Ages Served: Infants Toddlers Preschool","Per Building Inspector, no more than 15 children in toddler/preschool classroom","Services: Day Program","Minnesota Department of Human Services","01/02/2024","01/01/2026","12/31/2026","   ","",
"1065900","Child Care Center","Heartland Christian Academy Preschool","9914 Heartland Cir NW","","","Bemidji","MN","56601     ","Beltrami","(218) 751-1751","Active","Heartland Christian Academy, Inc.","15 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/03/2013","01/01/2026","12/31/2026","   ","",
"1078556","Child Care Center","Heartwood Montessori School Northeast Minneapolis","229 13th Ave NE","","","Minneapolis","MN","55413-1117","Hennepin","(612) 220-7504","Active","Heartwood Montessori School - Northeast","74 ","Ages Served: Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","09/14/2015","01/01/2026","12/31/2026","   ","",
"2001735","Child Care Center","Heather's Happy Days Daycare","411 N 57th Ave W","","","Duluth","MN","55807     ","St. Louis","(972) 607-6578","Active","Heather's Happy Days Daycare","32 ","Ages Served: Infants Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","10/20/2025","01/01/2026","12/31/2026","   ","",
"1100879","Child Care Center","Heaven Childcare Inc","1510 E 122nd St","","","Burnsville","MN","55337-6804","Dakota","(952) 808-6849","Active","Heaven Childcare Inc.","64 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","03/23/2020","03/11/2026","12/31/2026","   ","",
"801014","Child Care Center","Heavenly Sunshine Preschool","109 2nd Ave N","","","Isanti","MN","55040-4375","Isanti","(763) 444-7527","Active","Faith Lutheran Church of Isanti","30 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/01/1982","01/01/2026","12/31/2026","   ","",
"1006255","Child Care Center","Helen H. Taylor Early Childhood Family Development Center","4901 Olson Memorial Hwy","","","Minneapolis","MN","55422-5130","Hennepin","(763) 541-7422","Active","Parents in Community Action, Inc.","76 ","Ages Served: Infants Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","12/22/2000","01/01/2026","12/31/2026","   ","",
"1073466","Child Care Center","Heritage Christian Academy","15655 Bass Lake Rd","","","Maple Grove","MN","55311-3103","Hennepin","(763) 463-2200","Active","Heritage Christian Academy","49 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/08/2015","01/01/2026","12/31/2026","   ","",
"2002262","Child Care Center","Heritage Hmong Preschool LLC","430B Coon Rapids Blvd NW","","","Coon Rapids","MN","55433     ","Anoka","(651) 592-5702","Active","Heritage Hmong Preschool LLC","25 ","Ages Served: Preschool School-Age","Maximum number of school age children is thirteen.","Services: Day Program, School-age Child Care Program","Minnesota Department of Human Services","06/01/2026","06/01/2026","12/31/2026","   ","",
"1066401","Child Care Center","Heritage Lutheran Church","13401 Johnny Cake Ridge Rd","","","Apple Valley","MN","55124-8167","Dakota","(952) 431-6225","Active","Heritage Lutheran Church","40 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","08/30/2013","01/01/2026","12/31/2026","   ","",
"801025","Child Care Center","Hermantown Area Head Start","4333 Hawk Circle Dr Rm 111","","","Hermantown","MN","55811-3648","St. Louis","(218) 623-3004","Active","Arrowhead Economic Opportunity Agency, Inc.","19 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","12/12/1971","01/01/2026","12/31/2026","   ","",
"1081017","Child Care Center","Hey Diddle Diddle Daycare LLC","830 Sunrise Dr","","","Saint Peter","MN","56082-1203","Nicollet","(507) 720-5315","Active","Hey Diddle, Diddle Daycare L. L. C.","40 ","Ages Served: Infants Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","07/20/2016","01/01/2026","12/31/2026","   ","",
"801030","Child Care Center","Hi-Ho Nursery School","1770 Eleanor St","","","Worthington","MN","56187-1888","Nobles","(507) 376-4861","Active","Hi-Ho Nursery School","20 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","10/01/1964","08/11/2026","12/31/2026","   ","",
"801038","Child Care Center","Hibbing Head Start","2100 12th Ave E","","","Hibbing","MN","55746-1837","St. Louis","(218) 748-7317","Active","Arrowhead Economic Opportunity Agency, Inc.","80 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","12/23/1969","01/01/2026","12/31/2026","   ","",
"801039","Child Care Center","Hibbing Parent's Nursery School","1637 E 40th St","","","Hibbing","MN","55746     ","St. Louis","(218) 208-3567","Active","Hibbing Parents' Nursery School and Daycare, Inc.","30 ","Ages Served: Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","09/01/1965","01/01/2026","12/31/2026","   ","",
"2001689","Child Care Center","HIGH FIVE LEARNING LLC","1609 Southcross Dr W","","","Burnsville","MN","55306     ","Dakota","(651) 361-9290","Conditional as of 08/28/2026","HIGH FIVE LEARNING LLC","36 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program, School-age Child Care Program","Minnesota Department of Human Services","05/03/2025","01/01/2026","12/31/2026","   ","",
"1109732","Child Care Center","High Hopes Childcare, Inc.","1925 Portland Ave","","","Minneapolis","MN","55404-2713","Hennepin","(612) 423-2000","Active","High Hopes Childcare Inc.","94 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","12/20/2021","01/01/2026","12/31/2026","   ","",
"1009291","Child Care Center","Higher Education Childcare","3333 N 4th St","","","Minneapolis","MN","55412-2615","Hennepin","(612) 767-7371","Pending Reopening as of 01/21/2026","Higher Education Childcare","15 ","Ages Served: Preschool School-Age","Maximum number of school agers in the Preschool classroom is five.; Operate on Non-School Days Only","Services: Day Program","Minnesota Department of Human Services","01/02/2001","01/01/2026","12/31/2026","   ","",
"1082309","Child Care Center","Highland Catholic Preschool","2055 Bohland Ave","","","Saint Paul","MN","55116-1911","Ramsey","","Active","Highland Catholic School","70 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","10/31/2016","08/21/2026","12/31/2026","   ","",
"1074419","Child Care Center","Highland Catholic Preschool","2017 Bohland Ave","","","Saint Paul","MN","55116-1911","Ramsey","(651) 690-2477","Active","Highland Catholic School","20 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","02/19/2015","01/01/2026","12/31/2026","   ","",
"804243","Child Care Center","Highland Park Montessori School","1550 Summit Ave","","","Saint Paul","MN","55105     ","Ramsey","(651) 690-5327","Active","Highland Park Montessori School, Inc.","54 ","Ages Served: Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","10/04/1991","01/01/2026","12/31/2026","   ","",
"1076579","Child Care Center","Highland Village Montessori School","1882 Ford Pkwy","","","Saint Paul","MN","55116-1916","Ramsey","","Active","Little Stars Childcare Inc.","41 ","Ages Served: Infants Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","01/09/2015","01/01/2026","12/31/2026","   ","",
"801043","Child Care Center","Hillcrest Child Care Center","9100 Russell Ave S","","","Bloomington","MN","55431-2120","Hennepin","(952) 881-5330","Active","Hillcrest United Methodist Church, Bloomington, Minn.","38 ","Ages Served: Infants Toddlers Preschool","Conditional use permit states cannot exceed 38 children.","Services: Day Program","Minnesota Department of Human Services","09/01/1989","01/01/2026","12/31/2026","   ","",
"1110363","Child Care Center","Hillcrest Lutheran Academy Preschool","805 E Channing Ave","","","Fergus Falls","MN","56537-3754","Otter Tail","(218) 739-3371","Active","Hillcrest Lutheran Academy","38 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","01/03/2022","01/01/2026","12/31/2026","   ","",
